#--------------------------------------------------
#		 grid		 vectorPoints
#--------------------------------------------------
-5.0000000e+00	 0.00000000000000e+00
-4.8700000e+00	 0.00000000000000e+00
-4.7400000e+00	 0.00000000000000e+00
-4.6100000e+00	 0.00000000000000e+00
-4.4800000e+00	 0.00000000000000e+00
-4.3500000e+00	 0.00000000000000e+00
-4.2200000e+00	 0.00000000000000e+00
-4.0900000e+00	 0.00000000000000e+00
-3.9600000e+00	 0.00000000000000e+00
-3.8300000e+00	 0.00000000000000e+00
-3.7000000e+00	 0.00000000000000e+00
-3.5700000e+00	 0.00000000000000e+00
-3.4400000e+00	 0.00000000000000e+00
-3.3100000e+00	 0.00000000000000e+00
-3.1800000e+00	 0.00000000000000e+00
-3.0500000e+00	 0.00000000000000e+00
-2.9200000e+00	 0.00000000000000e+00
-2.7900000e+00	 0.00000000000000e+00
-2.6600000e+00	 0.00000000000000e+00
-2.5300000e+00	 0.00000000000000e+00
-2.4000000e+00	 0.00000000000000e+00
-2.2700000e+00	 0.00000000000000e+00
-2.1400000e+00	 0.00000000000000e+00
-2.0100000e+00	 0.00000000000000e+00
-1.8800000e+00	 0.00000000000000e+00
-1.7500000e+00	 0.00000000000000e+00
-1.6200000e+00	 0.00000000000000e+00
-1.4900000e+00	 0.00000000000000e+00
-1.3600000e+00	 0.00000000000000e+00
-1.2300000e+00	 0.00000000000000e+00
-1.1000000e+00	 0.00000000000000e+00
-9.7000000e-01	 0.00000000000000e+00
-8.4000000e-01	 0.00000000000000e+00
-7.1000000e-01	 0.00000000000000e+00
-5.8000000e-01	 0.00000000000000e+00
-4.5000000e-01	 0.00000000000000e+00
-3.2000000e-01	 0.00000000000000e+00
-1.9000000e-01	 0.00000000000000e+00
-6.0000000e-02	 0.00000000000000e+00
 7.0000000e-02	 1.00000000000000e+00
 2.0000000e-01	 1.00000000000000e+00
 3.3000000e-01	 1.00000000000000e+00
 4.6000000e-01	 1.00000000000000e+00
 5.9000000e-01	 1.00000000000000e+00
 7.2000000e-01	 1.00000000000000e+00
 8.5000000e-01	 1.00000000000000e+00
 9.8000000e-01	 1.00000000000000e+00
 1.1100000e+00	 1.00000000000000e+00
 1.2400000e+00	 1.00000000000000e+00
 1.3700000e+00	 1.00000000000000e+00
 1.5000000e+00	 1.00000000000000e+00
 1.6300000e+00	 1.00000000000000e+00
 1.7600000e+00	 1.00000000000000e+00
 1.8900000e+00	 1.00000000000000e+00
 2.0200000e+00	 1.00000000000000e+00
 2.1500000e+00	 1.00000000000000e+00
 2.2800000e+00	 1.00000000000000e+00
 2.4100000e+00	 1.00000000000000e+00
 2.5400000e+00	 1.00000000000000e+00
 2.6700000e+00	 1.00000000000000e+00
 2.8000000e+00	 1.00000000000000e+00
 2.9300000e+00	 1.00000000000000e+00
 3.0600000e+00	 1.00000000000000e+00
 3.1900000e+00	 1.00000000000000e+00
 3.3200000e+00	 1.00000000000000e+00
 3.4500000e+00	 1.00000000000000e+00
 3.5800000e+00	 1.00000000000000e+00
 3.7100000e+00	 1.00000000000000e+00
 3.8400000e+00	 1.00000000000000e+00
 3.9700000e+00	 1.00000000000000e+00
 4.1000000e+00	 1.00000000000000e+00
 4.2300000e+00	 1.00000000000000e+00
 4.3600000e+00	 1.00000000000000e+00
 4.4900000e+00	 1.00000000000000e+00
 4.6200000e+00	 1.00000000000000e+00
 4.7500000e+00	 1.00000000000000e+00
 4.8800000e+00	 1.00000000000000e+00
 5.0100000e+00	 0.00000000000000e+00
 5.1400000e+00	 0.00000000000000e+00
 5.2700000e+00	 0.00000000000000e+00
 5.4000000e+00	 0.00000000000000e+00
 5.5300000e+00	 0.00000000000000e+00
 5.6600000e+00	 0.00000000000000e+00
 5.7900000e+00	 0.00000000000000e+00
 5.9200000e+00	 0.00000000000000e+00
 6.0500000e+00	 0.00000000000000e+00
 6.1800000e+00	 0.00000000000000e+00
 6.3100000e+00	 0.00000000000000e+00
 6.4400000e+00	 0.00000000000000e+00
 6.5700000e+00	 0.00000000000000e+00
 6.7000000e+00	 0.00000000000000e+00
 6.8300000e+00	 0.00000000000000e+00
 6.9600000e+00	 0.00000000000000e+00
 7.0900000e+00	 0.00000000000000e+00
 7.2200000e+00	 0.00000000000000e+00
 7.3500000e+00	 0.00000000000000e+00
 7.4800000e+00	 0.00000000000000e+00
 7.6100000e+00	 0.00000000000000e+00
 7.7400000e+00	 0.00000000000000e+00
 7.8700000e+00	 0.00000000000000e+00
